seed,is_homogeneous,found_breaking_subgroup,subgroups_checked,runtime_sec,valid_rules_count,total_rules_count,pruned_rules_count,rounds_executed,unique_rules_selected,breaking_rule_index,max_rule_pick_count,sweep,exploration_prob,alpha,eta,epsilon
6,True,0,266,3.151412958977744,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
7,True,0,308,3.094920541974716,10,10,0,10,5,,5,eta,0.1,0.5,0.1,520000.0
8,True,0,267,2.879430166911334,10,10,0,10,3,,8,eta,0.1,0.5,0.1,520000.0
9,True,0,259,2.991162542020902,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
10,True,0,250,2.9216953329741955,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
11,True,0,250,3.1689701250288635,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
12,True,0,259,2.957419457961805,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
13,True,0,250,3.001492999959737,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
14,True,0,250,3.1562523749889806,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
15,True,0,277,3.3878465419402346,10,10,0,10,3,,8,eta,0.1,0.5,0.1,520000.0
16,True,0,250,2.9331431249156594,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
17,True,0,266,2.9740882080513984,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
18,True,0,250,3.0905457090120763,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
19,True,0,250,3.150994583964348,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
20,True,0,250,3.1654471668880433,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
21,True,0,250,3.055236459011212,10,10,0,10,1,,10,eta,0.1,0.5,0.1,520000.0
22,True,0,257,3.4442127499496564,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
23,True,0,282,3.624214750016108,10,10,0,10,2,,8,eta,0.1,0.5,0.1,520000.0
24,True,0,266,2.9658040839713067,10,10,0,10,2,,9,eta,0.1,0.5,0.1,520000.0
0,True,0,250,3.5389729579910636,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
1,True,0,261,3.354610542068258,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
2,True,0,274,3.272460374981165,10,10,0,10,3,,8,eta,0.1,0.5,1.0,520000.0
3,True,0,261,3.1872872919775546,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
4,True,0,275,3.3455876250518486,10,10,0,10,3,,8,eta,0.1,0.5,1.0,520000.0
5,True,0,273,3.4778531660558656,10,10,0,10,3,,8,eta,0.1,0.5,1.0,520000.0
6,True,0,266,3.8497946250718087,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
7,True,0,308,4.133322499925271,10,10,0,10,5,,5,eta,0.1,0.5,1.0,520000.0
8,True,0,267,4.301913082948886,10,10,0,10,3,,8,eta,0.1,0.5,1.0,520000.0
9,True,0,259,4.521124750026502,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
10,True,0,250,3.6011478749569505,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
11,True,0,250,2.891241458011791,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
12,True,0,259,3.083076374954544,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
13,True,0,250,3.1342722499975935,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
14,True,0,250,3.4061537500238046,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
15,True,0,277,3.3980280000250787,10,10,0,10,3,,8,eta,0.1,0.5,1.0,520000.0
16,True,0,250,3.183975291904062,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
17,True,0,266,3.466351749957539,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
18,True,0,250,3.0096172919729725,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
19,True,0,250,3.2286382500315085,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
20,True,0,250,2.9492180830566213,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
21,True,0,250,2.873115500085987,10,10,0,10,1,,10,eta,0.1,0.5,1.0,520000.0
22,True,0,257,3.8292587500764057,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
23,True,0,282,3.5193300420651212,10,10,0,10,2,,8,eta,0.1,0.5,1.0,520000.0
24,True,0,266,4.487286709016189,10,10,0,10,2,,9,eta,0.1,0.5,1.0,520000.0
0,True,0,250,3.4693994160043076,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
1,True,0,261,3.013103042030707,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
2,True,0,274,2.896950082969852,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,260000.0
3,True,0,261,3.444790125009604,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
4,True,0,275,3.6722173750167713,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,260000.0
5,True,0,273,3.641545749967918,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,260000.0
6,True,0,266,3.846696750028059,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
7,True,0,308,4.216405458981171,10,10,0,10,5,,5,epsilon,0.1,0.5,0.01,260000.0
8,True,0,267,3.7617838750593364,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,260000.0
9,True,0,259,3.1750072500435635,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
10,True,0,250,2.970451583969407,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
11,True,0,250,3.0688124580774456,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
12,True,0,259,2.9150877500651404,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
13,True,0,250,3.2170753750251606,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
14,True,0,250,3.0018428340554237,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
15,True,0,277,3.0741649579722434,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,260000.0
16,True,0,250,3.0126527089159936,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
17,True,0,266,3.0748640830861405,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
18,True,0,250,3.1123390410793945,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
19,True,0,250,3.3390262910397723,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
20,True,0,250,2.8382169590331614,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
21,True,0,250,3.013478416018188,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,260000.0
22,True,0,257,2.9530050840694457,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
23,True,0,282,3.780293875024654,10,10,0,10,2,,8,epsilon,0.1,0.5,0.01,260000.0
24,True,0,266,3.169338042032905,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,260000.0
0,True,0,250,3.320626458968036,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
1,True,0,261,2.9744277499848977,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
2,True,0,274,3.099514542031102,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,520000.0
3,True,0,261,3.0821289169834927,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
4,True,0,275,2.9410680410219356,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,520000.0
5,True,0,273,2.874624209012836,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,520000.0
6,True,0,266,2.932454332942143,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
7,True,0,308,3.400305499904789,10,10,0,10,5,,5,epsilon,0.1,0.5,0.01,520000.0
8,True,0,267,3.009896000032313,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,520000.0
9,True,0,259,2.76305945799686,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
10,True,0,250,2.93887829198502,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
11,True,0,250,2.954095499939285,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
12,True,0,259,4.463045749929734,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
13,True,0,250,3.183629750041291,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
14,True,0,250,2.9195320829749107,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
15,True,0,277,3.0142903339583427,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,520000.0
16,True,0,250,3.0824339169776067,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
17,True,0,266,3.1961926250951365,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
18,True,0,250,3.0302562499418855,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
19,True,0,250,2.8182508749887347,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
20,True,0,250,2.915105542051606,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
21,True,0,250,2.8652483749901876,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,520000.0
22,True,0,257,2.9034869170282036,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
23,True,0,282,3.3298376250313595,10,10,0,10,2,,8,epsilon,0.1,0.5,0.01,520000.0
24,True,0,266,2.9162640830036253,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,520000.0
0,True,0,250,2.9359197090379894,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
1,True,0,261,3.0042442919220775,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
2,True,0,274,2.940617833053693,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,780000.0
3,True,0,261,3.2529048329452053,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
4,True,0,275,3.1946706250309944,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,780000.0
5,True,0,273,2.991898583015427,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,780000.0
6,True,0,266,2.9517220839625224,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
7,True,0,308,3.358506749966182,10,10,0,10,5,,5,epsilon,0.1,0.5,0.01,780000.0
8,True,0,267,2.9500087089836597,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,780000.0
9,True,0,259,3.111240333993919,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
10,True,0,250,2.8870300831040367,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
11,True,0,250,3.0179592500207946,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
12,True,0,259,3.8398020419990644,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
13,True,0,250,3.611367749981582,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
14,True,0,250,3.22241516597569,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
15,True,0,277,2.937747208052315,10,10,0,10,3,,8,epsilon,0.1,0.5,0.01,780000.0
16,True,0,250,3.063762624980882,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
17,True,0,266,3.5486623329343274,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
18,True,0,250,3.1697734580375254,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
19,True,0,250,3.3068560839165,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
20,True,0,250,3.512542166048661,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
21,True,0,250,3.7547737499698997,10,10,0,10,1,,10,epsilon,0.1,0.5,0.01,780000.0
22,True,0,257,3.2589911670656875,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
23,True,0,282,3.201381125021726,10,10,0,10,2,,8,epsilon,0.1,0.5,0.01,780000.0
24,True,0,266,3.5633602080633864,10,10,0,10,2,,9,epsilon,0.1,0.5,0.01,780000.0
